Rk,Unnamed: 1,Age,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19,OBPM,DBPM,BPM,VORP,Year,Team,Percent_VORP,TOV%,USG%,Unnamed: 16,Unnamed: 21,3PAr,Unnamed: 17,Unnamed: 22
1,Isiah Thomas,26,23,911,20.7,0.519,0.36,3.3,10.3,6.8,37.7,3.8,0.6,,0.9,2.1,3.0,0.159,,4.2,3.3,7.5,2.2,1988,DET,0.4,14.9,28.0,,,0.105,,
5,Charlie Ward,29,16,439,20.3,0.614,0.18600000000000003,3.1,15.1,9.2,28.7,2.9,0.9,,1.2,0.8,1.9,0.209,,3.0,4.1,7.1,1.0,2000,NYK,0.4,14.1,16.6,,,0.469,,
4,Hersey Hawkins,31,10,337,21.6,0.634,0.455,6.2,14.0,10.2,17.2,3.0,0.2,,1.4,0.1,1.4,0.20600000000000002,,5.0,2.2,7.3,0.8,1998,SEA,0.4,7.9,16.1,,,0.489,,
1,Shaquille O'Neal,25,13,501,31.0,0.604,0.616,11.4,20.6,15.9,17.8,0.8,5.1,,1.8,0.3,2.1,0.2,,7.2,0.6,7.8,1.2,1998,LAL,0.39999999999999997,11.6,34.3,,,0.0,,
1,Rodney McCray,25,10,436,15.5,0.629,0.535,8.8,12.7,10.8,18.4,0.6,1.2,,0.8,0.5,1.3,0.14400000000000002,,3.0,0.6,3.5,0.6,1987,HOU,0.39999999999999997,17.2,14.7,,,0.02,,
2,John Stockton,29,16,623,19.4,0.5479999999999999,0.429,2.1,7.3,4.7,54.2,2.9,0.6,,1.1,0.5,1.6,0.122,,5.7,0.9,6.6,1.4,1992,UTA,0.39999999999999997,21.1,20.1,,,0.319,,
3,Reggie Miller,28,16,576,21.9,0.581,0.415,2.4,7.5,5.0,16.5,2.0,0.5,,2.1,0.7,2.8,0.23600000000000002,,6.8,0.7,7.5,1.4,1994,IND,0.39999999999999997,9.1,28.0,,,0.307,,
1,Larry Bird,24,17,750,21.8,0.532,0.272,7.6,26.7,17.6,20.8,2.6,1.3,,1.4,1.7,3.1,0.198,,5.5,2.1,7.7,1.8,1981,BOS,0.3999999999999999,15.0,23.2,,,0.026000000000000002,,
2,Magic Johnson,27,18,666,26.2,0.607,0.435,5.2,17.0,11.7,46.1,2.2,0.6,,2.6,1.1,3.7,0.265,,7.3,2.1,9.3,1.9,1987,LAL,0.3958333333333334,13.6,23.1,,,0.037000000000000005,,
1,Tim Duncan,29,13,493,30.4,0.625,0.621,9.1,25.4,17.8,17.6,1.2,3.8,,2.0,0.6,2.6,0.252,,5.8,2.8,8.6,1.3,2006,SAS,0.3939393939393939,11.2,29.9,,,0.009000000000000001,,
2,James Harden,29,11,424,25.2,0.5670000000000001,0.371,2.5,17.3,10.1,33.7,2.8,2.2,,1.0,0.7,1.7,0.18899999999999997,,6.4,1.7,8.1,1.1,2019,HOU,0.39285714285714285,14.2,37.1,,,0.519,,
1,Julius Erving,31,21,780,22.5,0.581,0.509,8.5,13.8,11.2,19.4,2.3,2.7,,1.9,1.1,3.0,0.185,,6.6,1.4,8.0,2.0,1982,PHI,0.3921568627450981,14.5,24.9,,,0.019,,
1,Magic Johnson,24,21,837,22.8,0.601,0.365,3.7,14.2,9.3,42.7,2.4,1.3,,2.4,1.1,3.5,0.198,,5.9,1.6,7.6,2.0,1984,LAL,0.3921568627450979,19.9,19.7,,,0.026000000000000002,,
2,Russell Westbrook,25,19,735,24.9,0.539,0.41200000000000003,7.3,13.6,10.6,40.5,2.9,0.6,,1.6,0.9,2.5,0.166,,6.3,1.3,7.6,1.8,2014,OKC,0.3913043478260871,15.0,34.3,,,0.251,,
2,James Harden,27,11,407,23.0,0.583,0.528,1.9,13.7,8.0,41.7,2.6,0.9,,0.8,0.6,1.3,0.157,,6.0,1.0,7.0,0.9,2017,HOU,0.391304347826087,18.0,35.3,,,0.528,,
2,Kevin Johnson,28,10,371,27.4,0.6629999999999999,0.56,2.2,10.3,6.4,43.5,1.3,0.9,,1.7,0.2,1.9,0.24600000000000002,,7.9,0.1,7.9,0.9,1995,PHO,0.3913043478260869,15.4,26.7,,,0.067,,
2,Baron Davis,21,10,397,21.4,0.603,0.455,2.5,10.4,6.3,26.2,3.8,1.0,,1.2,0.7,1.9,0.226,,3.4,3.8,7.2,0.9,2001,CHH,0.3913043478260869,13.0,19.7,,,0.40700000000000003,,
1,Reggie Miller,29,17,641,21.8,0.632,0.41700000000000004,1.8,10.2,6.0,11.5,1.3,0.6,,2.2,0.5,2.6,0.19699999999999998,,6.9,0.1,6.9,1.4,1995,IND,0.3888888888888889,10.2,27.7,,,0.441,,
1,Joe Johnson,32,12,469,20.3,0.626,0.23399999999999999,2.3,10.5,6.2,14.5,0.7,0.6,,1.4,0.1,1.5,0.153,,4.4,-0.5,3.8,0.7,2014,BRK,0.3888888888888889,8.6,23.1,,,0.28800000000000003,,
2,Alonzo Mourning,29,10,376,23.8,0.542,0.611,9.8,21.9,15.8,8.6,0.3,7.1,,0.7,1.0,1.7,0.217,,3.7,1.8,5.5,0.7,2000,MIA,0.38888888888888884,10.8,29.3,,,0.006,,
1,Kevin Durant,22,17,722,24.1,0.5820000000000001,0.484,3.0,18.8,11.1,13.3,1.2,2.0,,2.6,0.6,3.3,0.217,,5.7,0.2,5.9,1.4,2011,OKC,0.38888888888888884,9.1,29.0,,,0.316,,
3,Dan Majerle,34,10,372,14.2,0.583,0.19699999999999998,1.6,20.8,11.2,15.5,3.2,0.2,,0.5,1.0,1.5,0.19,,0.5,4.7,5.2,0.7,2000,MIA,0.38888888888888884,12.5,11.7,,,0.7040000000000001,,
1,Kawhi Leonard,24,10,339,28.6,0.597,0.307,5.1,15.7,10.7,14.7,4.0,3.2,,1.1,0.8,1.9,0.271,,7.1,4.4,11.5,1.2,2016,SAS,0.3870967741935484,7.8,28.1,,,0.235,,
1,Michael Jordan,34,21,872,28.1,0.545,0.424,4.5,11.0,7.6,19.9,2.1,1.1,,3.6,1.2,4.8,0.265,,8.0,1.0,9.0,2.4,1998,CHI,0.3870967741935483,6.7,36.6,,,0.08199999999999999,,
1,Rajon Rondo,25,19,810,22.0,0.505,0.18600000000000003,5.3,13.2,9.4,54.0,3.0,0.2,,1.3,1.3,2.6,0.155,,4.4,2.1,6.4,1.7,2012,BOS,0.38636363636363624,18.1,24.0,,,0.1,,
2,Derrick Rose,22,16,649,22.5,0.499,0.35600000000000004,3.6,9.2,6.3,40.0,1.9,1.3,,1.3,0.9,2.2,0.165,,6.3,0.6,6.9,1.5,2011,CHI,0.3846153846153847,11.9,35.2,,,0.26899999999999996,,
1,Jimmy Butler,23,12,490,14.4,0.575,0.478,2.2,13.7,7.8,10.7,1.7,1.0,,0.9,0.2,1.1,0.105,,0.8,1.7,2.5,0.5,2013,CHI,0.3846153846153846,10.3,15.0,,,0.322,,
4,Rickey Green,30,10,302,18.9,0.611,0.358,3.3,6.2,4.8,39.0,1.8,0.0,,0.8,0.3,1.1,0.17300000000000001,,3.2,1.0,4.2,0.5,1985,UTA,0.3846153846153846,14.0,18.7,,,0.066,,
1,Karl Malone,34,20,795,24.2,0.534,0.39299999999999996,7.6,24.5,16.5,19.5,1.6,2.1,,1.3,1.7,3.0,0.184,,5.7,1.4,7.1,1.8,1998,UTA,0.38297872340425526,10.9,34.1,,,0.006999999999999999,,
2,Clyde Drexler,29,21,847,22.8,0.5529999999999999,0.402,8.7,13.6,11.2,29.6,1.9,1.6,,2.4,1.0,3.4,0.193,,6.9,0.9,7.8,2.1,1992,POR,0.38181818181818183,10.4,28.4,,,0.191,,
1,Bradley Beal,20,11,458,17.0,0.531,0.27699999999999997,3.8,10.2,7.0,19.9,2.1,1.2,,0.6,0.8,1.4,0.152,,3.3,1.4,4.7,0.8,2014,WAS,0.38095238095238093,10.4,22.9,,,0.299,,
1,Julius Erving,29,18,694,22.5,0.5529999999999999,0.402,5.1,15.9,10.7,19.3,2.5,3.1,,1.3,1.2,2.6,0.17800000000000002,,5.7,1.2,6.9,1.6,1980,PHI,0.38095238095238093,12.3,27.6,,,0.027000000000000003,,
1,Anfernee Hardaway,24,12,473,24.5,0.557,0.359,5.3,9.6,7.5,26.3,2.4,0.7,,1.8,0.1,1.9,0.196,,6.9,0.5,7.4,1.1,1996,ORL,0.37931034482758624,9.4,27.7,,,0.253,,
1,Damian Lillard,28,16,650,20.6,0.5660000000000001,0.345,1.3,11.1,6.2,28.0,2.1,0.6,,1.2,0.4,1.6,0.11900000000000001,,4.9,-0.2,4.6,1.1,2019,POR,0.3793103448275862,13.6,29.4,,,0.479,,
2,Kevin McHale,30,17,716,21.8,0.67,0.523,9.4,13.6,11.5,10.1,0.5,2.6,,2.5,0.8,3.3,0.222,,5.5,0.6,6.1,1.5,1988,BOS,0.37500000000000006,10.8,22.8,,,0.004,,
3,Hakeem Olajuwon,23,20,766,25.6,0.5660000000000001,0.514,14.2,18.9,16.5,7.8,2.5,5.2,,2.0,1.7,3.7,0.231,,4.3,1.6,5.9,1.5,1986,HOU,0.375,8.3,27.3,,,0.003,,
2,Paul Pierce,24,16,672,21.1,0.529,0.518,4.6,18.1,11.4,19.6,2.1,2.5,,1.0,1.3,2.3,0.161,,3.7,1.2,5.0,1.2,2002,BOS,0.375,14.1,30.1,,,0.34299999999999997,,
3,Dikembe Mutombo,30,10,415,21.1,0.674,0.7440000000000001,11.6,23.7,18.1,6.1,0.1,5.0,,1.2,0.5,1.8,0.204,,3.5,2.8,6.3,0.9,1997,ATL,0.375,14.9,15.8,,,0.0,,
3,Tony Delk,29,10,368,18.4,0.617,0.281,1.6,12.9,7.4,18.5,1.7,0.9,,1.0,0.4,1.4,0.183,,3.5,1.6,5.1,0.6,2003,BOS,0.375,9.2,18.2,,,0.43,,
2,Michael Jordan,32,18,733,26.7,0.564,0.45899999999999996,4.9,10.2,7.4,21.2,2.5,0.7,,3.4,1.3,4.7,0.306,,8.8,1.9,10.7,2.4,1996,CHI,0.37499999999999994,7.9,32.9,,,0.152,,
2,Magic Johnson,29,14,518,23.4,0.609,0.494,3.6,14.1,9.2,47.6,2.6,0.3,,1.5,0.6,2.2,0.2,,6.2,2.0,8.2,1.3,1989,LAL,0.3714285714285714,20.0,22.2,,,0.201,,
1,Kevin Durant,25,19,815,22.6,0.57,0.386,3.7,19.1,11.8,18.3,1.2,2.3,,1.5,0.9,2.5,0.145,,6.1,0.4,6.4,1.7,2014,OKC,0.36956521739130443,12.7,31.6,,,0.29600000000000004,,
4,Sam Lacey,32,15,533,14.7,0.473,0.245,6.5,19.9,13.1,23.2,2.8,2.6,,0.0,1.0,1.1,0.096,,0.1,3.1,3.2,0.7,1981,KCK,0.36842105263157904,19.8,16.9,,,0.021,,
3,Richard Jefferson,25,11,437,20.1,0.633,0.382,1.9,11.3,6.4,20.3,1.2,0.9,,1.0,0.4,1.4,0.157,,3.8,0.4,4.3,0.7,2006,NJN,0.36842105263157904,13.5,24.4,,,0.17600000000000002,,
2,Ernie Grunfeld,25,15,633,15.7,0.547,0.33299999999999996,2.0,9.7,5.8,23.0,2.5,0.9,,0.7,0.8,1.5,0.11699999999999999,,1.3,0.9,2.2,0.7,1981,KCK,0.36842105263157904,15.7,19.7,,,0.02,,
1,Magic Johnson,22,14,562,22.5,0.614,0.5920000000000001,10.8,18.6,14.9,27.7,3.3,0.3,,1.9,0.8,2.7,0.231,,5.7,2.4,8.1,1.4,1982,LAL,0.3684210526315789,18.2,16.9,,,0.025,,
2,Walter Davis,29,17,623,22.7,0.585,0.239,2.8,5.5,4.2,28.5,2.3,0.3,,1.9,0.4,2.3,0.177,,5.0,0.1,5.1,1.1,1984,PHO,0.3666666666666667,10.6,27.3,,,0.034,,
1,Deron Williams,23,12,513,21.6,0.611,0.361,3.5,6.3,4.8,40.6,0.7,0.6,,1.9,0.0,1.9,0.182,,7.4,-0.8,6.5,1.1,2008,UTA,0.36666666666666664,14.9,22.0,,,0.306,,
2,Scottie Pippen,29,10,396,18.9,0.5489999999999999,0.542,7.7,18.6,13.3,23.8,1.9,2.1,,0.7,0.6,1.2,0.15,,3.8,2.1,5.9,0.8,1995,CHI,0.3636363636363637,14.3,22.1,,,0.29,,
1,James Harden,28,17,621,24.9,0.5479999999999999,0.345,2.5,13.6,7.9,35.9,3.1,1.6,,1.2,0.9,2.1,0.163,,6.3,1.8,8.1,1.6,2018,HOU,0.36363636363636365,12.8,36.7,,,0.452,,
4,Gus Williams,24,22,701,20.4,0.518,0.31,4.3,8.2,6.3,21.2,3.1,0.9,,1.4,0.9,2.3,0.155,,2.9,1.6,4.6,1.2,1978,SEA,0.36363636363636365,12.2,25.4,,,,,
3,Kerry Kittles,29,11,415,16.8,0.53,0.254,3.0,9.9,6.6,11.6,2.9,1.8,,0.8,0.7,1.5,0.171,,2.6,2.9,5.6,0.8,2004,NJN,0.36363636363636354,6.9,18.2,,,0.38799999999999996,,
2,Chris Paul,28,13,472,23.6,0.583,0.26899999999999996,2.8,10.8,6.7,45.4,3.9,0.0,,1.5,0.5,1.9,0.195,,6.4,2.4,8.8,1.3,2014,LAC,0.36111111111111116,15.0,23.9,,,0.355,,
4,Manu GinÃ³bili,27,23,772,24.8,0.652,0.647,3.0,17.2,10.3,23.8,2.0,0.6,,3.0,1.2,4.2,0.26,,6.1,3.1,9.2,2.2,2005,SAS,0.36065573770491804,15.2,26.3,,,0.336,,
3,Doc Rivers,26,12,409,22.4,0.595,0.309,2.3,15.3,8.7,39.4,3.1,0.3,,1.2,0.4,1.6,0.188,,4.5,2.3,6.8,0.9,1988,ATL,0.36,13.7,19.7,,,0.158,,
1,Patrick Ewing,29,12,482,19.9,0.502,0.305,8.3,25.6,16.8,11.7,0.8,4.6,,0.5,1.2,1.7,0.16699999999999998,,2.8,2.4,5.2,0.9,1992,NYK,0.36,7.8,28.5,,,0.004,,
2,Jrue Holiday,21,13,494,18.0,0.519,0.24600000000000002,3.7,10.6,6.9,26.2,2.2,1.2,,0.7,0.8,1.5,0.14800000000000002,,3.1,2.4,5.5,0.9,2012,PHI,0.36,11.6,21.7,,,0.27399999999999997,,
1,Patrick Ewing,30,15,604,21.6,0.535,0.248,8.6,24.0,16.4,12.0,1.5,3.6,,1.0,1.0,1.9,0.155,,2.5,2.0,4.5,1.0,1993,NYK,0.3571428571428571,9.8,29.5,,,0.003,,
5,Bobby Jones,26,13,390,18.0,0.609,0.397,9.6,16.8,13.3,12.1,1.9,1.2,,0.9,0.3,1.3,0.154,,1.7,1.2,3.0,0.5,1978,DEN,0.3571428571428571,15.0,15.5,,,,,
1,Tim Duncan,22,17,733,25.1,0.573,0.507,9.6,21.6,16.0,14.2,1.0,4.4,,2.1,1.7,3.7,0.243,,4.0,2.6,6.6,1.6,1999,SAS,0.3555555555555556,13.1,26.8,,,0.011000000000000001,,
3,Larry Bird,28,20,815,20.9,0.536,0.32,7.3,17.5,12.4,21.3,2.0,1.3,,1.5,1.1,2.6,0.155,,5.2,0.8,6.0,1.7,1985,BOS,0.35416666666666663,10.5,26.8,,,0.059000000000000004,,
4,Chris Paul,29,12,445,25.7,0.627,0.27,1.7,10.7,6.3,39.1,2.4,0.6,,2.0,0.3,2.3,0.248,,7.2,1.5,8.7,1.2,2015,LAC,0.35294117647058826,11.0,23.2,,,0.344,,
1,Blake Griffin,25,14,557,24.8,0.557,0.387,7.3,26.1,16.8,27.3,1.2,2.2,,1.5,0.6,2.1,0.179,,5.5,1.1,6.6,1.2,2015,LAC,0.35294117647058826,12.3,28.5,,,0.026000000000000002,,
2,Jason Kidd,35,10,386,16.8,0.621,0.24100000000000002,2.3,15.6,9.2,23.8,3.0,0.6,,0.8,0.2,1.0,0.127,,2.3,1.5,3.8,0.6,2009,DAL,0.35294117647058826,17.9,13.7,,,0.5660000000000001,,
1,Isiah Thomas,28,20,758,21.0,0.56,0.319,3.3,13.3,8.3,35.6,3.0,0.6,,1.4,1.6,3.1,0.19399999999999998,,4.4,3.2,7.6,1.8,1990,DET,0.35294117647058826,16.5,25.4,,,0.213,,
5,Paul Millsap,24,10,323,24.5,0.61,0.475,12.3,19.9,16.0,11.8,1.7,3.4,,1.1,0.2,1.3,0.195,,4.0,1.3,5.4,0.6,2010,UTA,0.35294117647058826,8.1,22.2,,,0.016,,
2,Pau Gasol,29,23,913,24.0,0.599,0.516,11.7,20.6,16.2,14.9,0.5,4.2,,3.2,1.1,4.3,0.22399999999999998,,4.6,1.2,5.9,1.8,2010,LAL,0.3529411764705882,10.5,21.0,,,0.01,,
2,Russell Westbrook,27,18,674,26.9,0.515,0.35600000000000004,6.9,13.5,10.3,52.4,3.4,0.2,,2.0,0.9,2.9,0.20800000000000002,,7.4,1.7,9.1,1.9,2016,OKC,0.3518518518518518,14.6,34.3,,,0.267,,
2,Shaquille O'Neal,29,19,776,28.3,0.569,0.542,9.9,23.5,17.0,14.5,0.7,4.4,,2.6,1.2,3.8,0.23600000000000002,,6.3,1.2,7.5,1.9,2002,LAL,0.3518518518518518,11.5,31.4,,,0.0,,
1,David Robinson,29,15,623,22.6,0.536,0.516,10.7,22.2,16.6,14.5,1.9,5.0,,0.7,1.6,2.3,0.17600000000000002,,3.4,2.7,6.1,1.3,1995,SAS,0.35135135135135137,13.6,29.8,,,0.017,,
2,Robert Reid,25,21,868,16.7,0.493,0.304,7.0,11.9,9.3,17.3,3.0,1.7,,1.0,1.0,2.1,0.115,,2.2,1.8,4.0,1.3,1981,HOU,0.35135135135135137,11.4,19.3,,,0.006999999999999999,,
3,Gus Williams,25,17,619,23.8,0.518,0.332,6.3,6.1,6.2,17.9,2.6,1.0,,2.0,0.7,2.7,0.21,,6.2,0.5,6.7,1.3,1979,SEA,0.35135135135135137,8.8,31.1,,,,,
1,Kobe Bryant,29,21,863,25.0,0.5770000000000001,0.419,2.5,13.0,8.0,26.9,2.1,0.7,,2.4,0.8,3.2,0.17800000000000002,,6.5,0.8,7.4,2.0,2008,LAL,0.3508771929824561,11.3,33.0,,,0.22899999999999998,,
2,Derrick Coleman,35,12,449,18.0,0.588,0.39799999999999996,8.2,17.7,13.1,9.6,0.9,3.2,,1.1,0.5,1.6,0.175,,2.8,1.1,3.8,0.7,2003,PHI,0.35000000000000003,10.9,16.6,,,0.085,,
2,Mookie Blaylock,26,11,415,17.0,0.46399999999999997,0.213,4.2,10.9,7.5,38.6,3.1,0.9,,0.3,0.6,0.9,0.105,,2.8,1.7,4.5,0.7,1994,ATL,0.35000000000000003,17.2,20.6,,,0.45399999999999996,,
1,Danny Manning,27,11,426,19.6,0.547,0.384,7.2,13.4,10.2,16.4,1.9,1.6,,0.9,0.6,1.5,0.166,,2.2,2.0,4.2,0.7,1994,ATL,0.35000000000000003,11.5,24.5,,,0.0,,
3,Antonio Daniels,29,11,331,21.3,0.609,0.745,1.5,9.8,5.8,24.4,1.8,0.0,,1.4,0.1,1.4,0.20600000000000002,,5.4,0.7,6.1,0.7,2005,SEA,0.35000000000000003,8.1,19.0,,,0.149,,
2,Andrew Bynum,24,12,451,22.9,0.545,0.451,10.7,21.0,15.8,7.0,0.6,5.8,,1.3,0.3,1.6,0.16699999999999998,,3.4,0.5,4.0,0.7,2012,LAL,0.3499999999999999,8.0,20.0,,,0.0,,
1,Stephen Curry,26,21,826,24.5,0.607,0.262,2.7,11.1,6.9,29.9,2.4,0.3,,2.7,1.2,3.9,0.228,,7.7,1.1,8.8,2.2,2015,GSW,0.34920634920634924,14.3,31.0,,,0.528,,
1,Jason Kidd,29,20,852,19.2,0.514,0.33399999999999996,4.7,16.4,10.4,35.4,2.3,0.4,,1.1,1.6,2.6,0.149,,3.9,1.6,5.5,1.6,2003,NJN,0.3478260869565218,16.8,25.0,,,0.305,,
1,Stephen Curry,24,12,497,20.5,0.5579999999999999,0.162,1.2,8.8,5.2,33.3,2.1,0.3,,1.3,0.3,1.7,0.161,,4.5,0.2,4.7,0.8,2013,GSW,0.3478260869565218,13.7,26.2,,,0.451,,
1,Charles Barkley,31,10,390,26.6,0.58,0.495,11.9,27.5,19.9,14.3,1.7,2.2,,1.2,0.5,1.7,0.20600000000000002,,6.1,0.1,6.2,0.8,1995,PHO,0.34782608695652173,10.1,28.3,,,0.192,,
2,Reggie Miller,34,22,892,21.8,0.596,0.335,1.2,5.7,3.5,12.7,1.4,0.8,,3.3,0.3,3.6,0.195,,5.5,0.1,5.7,1.7,2000,IND,0.34693877551020413,6.0,25.0,,,0.382,,
1,Kobe Bryant,25,22,973,21.0,0.506,0.361,2.2,10.3,6.2,25.6,2.4,0.6,,2.1,0.8,2.9,0.145,,4.6,0.6,5.3,1.8,2004,LAL,0.34615384615384615,10.3,29.8,,,0.21100000000000002,,
2,Shaquille O'Neal,23,12,459,27.4,0.575,0.565,13.5,19.5,16.5,23.6,1.1,2.8,,1.3,0.2,1.5,0.156,,5.6,1.2,6.8,1.0,1996,ORL,0.3448275862068966,14.0,32.3,,,0.0,,
3,Walter Davis,24,15,490,21.8,0.58,0.39299999999999996,5.5,9.3,7.5,27.8,2.5,0.5,,1.0,0.8,1.7,0.171,,5.8,0.1,5.9,1.0,1979,PHO,0.3448275862068965,18.7,28.9,,,,,
3,Kareem Abdul-Jabbar,35,15,588,22.8,0.608,0.369,4.8,16.5,10.8,10.9,1.4,5.1,,1.4,0.7,2.1,0.172,,4.0,1.6,5.6,1.1,1983,LAL,0.34375000000000006,13.0,26.6,,,0.003,,
3,Al Horford,31,19,679,20.1,0.631,0.368,5.3,21.6,13.3,15.8,1.4,2.9,,1.7,1.0,2.7,0.192,,2.1,2.3,4.4,1.1,2018,BOS,0.34375,11.9,18.3,,,0.21100000000000002,,
1,Terry Rozier,23,19,696,17.3,0.5379999999999999,0.21100000000000002,1.3,15.5,8.2,26.3,1.8,0.8,,1.3,0.9,2.2,0.149,,2.2,2.2,4.5,1.1,2018,BOS,0.34375,7.0,20.7,,,0.5529999999999999,,
1,Julius Erving,27,10,358,21.2,0.5329999999999999,0.311,11.8,14.0,13.0,17.0,1.8,2.4,,0.6,0.6,1.3,0.171,,4.8,0.3,5.0,0.6,1978,PHI,0.33333333333333337,14.6,25.3,,,,,
3,Mark Aguirre,24,10,350,19.2,0.526,0.31,6.2,19.0,12.1,16.4,0.7,0.8,,0.4,0.2,0.6,0.077,,1.4,-0.2,1.2,0.3,1984,DAL,0.33333333333333337,11.4,28.8,,,0.027000000000000003,,
2,Jimmy Butler,29,12,421,21.1,0.564,0.41100000000000003,6.0,12.5,9.4,23.2,2.0,1.5,,1.2,0.6,1.7,0.195,,4.4,1.8,6.2,0.9,2019,PHI,0.33333333333333337,9.6,22.9,,,0.257,,
2,Carlos Boozer,25,17,654,24.2,0.5760000000000001,0.341,9.6,27.6,18.6,15.1,1.4,0.7,,1.7,0.8,2.5,0.18100000000000002,,4.7,0.4,5.1,1.2,2007,UTA,0.33333333333333337,12.8,27.3,,,0.0,,
4,David Robinson,24,10,375,24.4,0.581,0.575,10.7,23.1,17.1,8.4,1.4,6.6,,0.9,0.8,1.7,0.21899999999999997,,4.1,2.5,6.6,0.8,1990,SAS,0.33333333333333337,10.3,24.6,,,0.0,,
2,John Stockton,31,16,597,19.9,0.523,0.326,2.7,7.4,5.0,46.4,2.5,1.0,,1.3,0.5,1.8,0.14400000000000002,,4.5,1.1,5.7,1.1,1994,UTA,0.33333333333333337,15.3,20.5,,,0.124,,
1,Chauncey Billups,32,16,619,22.9,0.664,0.594,1.0,11.0,5.9,27.9,1.7,0.6,,2.8,0.4,3.2,0.249,,5.8,0.4,6.1,1.3,2009,DEN,0.33333333333333337,11.1,20.6,,,0.47700000000000004,,
2,Scottie Pippen,28,10,384,22.8,0.521,0.265,5.7,20.6,13.4,23.8,3.5,1.4,,0.5,0.7,1.2,0.149,,4.0,1.6,5.6,0.7,1994,CHI,0.33333333333333337,14.5,31.9,,,0.23,,
1,Horace Grant,28,10,393,21.2,0.585,0.35,9.7,13.4,11.6,11.8,1.4,3.6,,1.3,0.4,1.7,0.20600000000000002,,4.6,0.8,5.4,0.7,1994,CHI,0.33333333333333337,6.7,18.1,,,0.008,,
1,Mookie Blaylock,29,10,441,16.0,0.502,0.136,3.5,15.1,9.7,29.2,2.7,0.4,,0.2,0.5,0.7,0.079,,2.7,2.1,4.8,0.8,1997,ATL,0.33333333333333337,17.7,21.9,,,0.552,,
7,Steve Mix,30,10,235,25.1,0.674,0.524,7.6,10.8,9.4,22.1,2.8,0.2,,1.1,0.4,1.5,0.311,,7.0,1.9,9.0,0.6,1978,PHI,0.33333333333333337,10.6,18.2,,,,,
2,Ben Wallace,27,10,408,16.4,0.479,0.6609999999999999,13.4,34.1,23.4,5.4,2.6,4.9,,0.1,1.3,1.4,0.166,,-0.1,2.7,2.6,0.5,2002,DET,0.3333333333333333,20.0,11.4,,,0.0,,
3,John Stockton,37,10,350,18.4,0.5479999999999999,0.337,2.5,7.6,5.1,51.4,2.0,0.5,,0.8,0.2,1.0,0.132,,3.5,0.1,3.5,0.5,2000,UTA,0.3333333333333333,20.3,17.6,,,0.20199999999999999,,
1,Marc Gasol,30,11,416,21.3,0.496,0.489,4.9,25.4,15.0,20.5,1.3,4.2,,0.8,0.6,1.4,0.161,,3.5,2.5,6.0,0.8,2015,MEM,0.3333333333333333,6.8,25.8,,,0.011000000000000001,,
1,Dikembe Mutombo,27,12,511,17.8,0.526,0.907,9.3,22.8,16.3,7.3,0.9,9.3,,0.4,0.9,1.3,0.121,,-0.1,3.9,3.8,0.7,1994,DEN,0.3333333333333333,16.6,16.4,,,0.0,,
2,Eddie Jones,26,13,476,20.6,0.609,0.514,3.0,10.1,6.5,11.3,3.0,3.3,,1.5,0.2,1.8,0.179,,3.9,2.2,6.1,1.0,1998,LAL,0.3333333333333333,8.6,19.3,,,0.324,,
1,Sidney Moncrief,26,16,618,18.0,0.61,0.7020000000000001,8.8,11.4,10.2,17.5,2.2,0.9,,1.0,1.0,2.0,0.155,,3.7,0.4,4.1,1.0,1984,MIL,0.3333333333333333,19.6,21.7,,,0.021,,
3,Trevor Ariza,28,11,407,17.6,0.626,0.25,6.0,22.0,13.9,8.0,2.3,0.8,,0.8,0.9,1.7,0.20199999999999999,,3.3,1.9,5.2,0.7,2014,WAS,0.3333333333333333,10.5,15.5,,,0.519,,
1,Rick Barry,32,10,415,20.4,0.505,0.168,5.6,8.3,6.9,18.3,1.9,0.9,,1.1,0.3,1.4,0.166,,4.7,0.0,4.8,0.7,1977,GSW,0.3333333333333333,,,,,,,
2,Hersey Hawkins,23,10,415,18.0,0.616,0.387,2.2,7.0,4.5,14.6,1.5,1.1,,0.9,0.1,0.9,0.107,,3.2,0.0,3.1,0.5,1990,PHI,0.3333333333333333,14.0,23.6,,,0.221,,
3,Terry Porter,26,21,815,18.5,0.625,0.602,1.2,7.4,4.1,29.4,1.7,0.2,,2.3,0.7,2.9,0.174,,4.8,0.4,5.2,1.4,1990,POR,0.3333333333333332,15.2,20.5,,,0.37200000000000005,,
3,John Stockton,34,20,739,22.7,0.627,0.415,3.0,9.6,6.4,47.5,2.5,0.6,,2.3,0.8,3.1,0.201,,6.2,1.6,7.8,1.8,1997,UTA,0.32727272727272727,19.5,20.6,,,0.23,,
1,Stephen Curry,28,17,601,27.1,0.659,0.365,4.2,14.1,9.5,29.5,2.7,0.5,,2.3,1.1,3.4,0.272,,8.3,1.4,9.7,1.8,2017,GSW,0.3272727272727272,13.8,30.0,,,0.551,,
2,Shaquille O'Neal,31,22,917,24.8,0.565,0.8270000000000001,11.5,25.4,18.5,12.4,0.4,5.4,,2.6,1.3,3.9,0.20199999999999999,,4.5,1.0,5.5,1.7,2004,LAL,0.3269230769230769,11.6,25.2,,,0.0,,
